Title,Company_name,Address,Contract_type,Requirement,Benefit,Technical_skills,Link_image,URL
Salesforce Engineer,Skedulo Vietnam,"An Phu Plaza, 117-119 Ly Chinh Thang street, Vo Thi Sau ward, District 3, Ho Chi Minh",Full time,"['Must have 3+ years prior experience as a backend developer in a complex development environment (Salesforce Platform or CRM System is preferred)', 'Must have at least 1+ years of commercial experience in Node.js / TypeScript or an appetite to learn', 'Must possess strong oral and written English language communication skills', 'Must have at least 1+ years working with unit and integration testing patterns', 'Must have at least 1+ years working with agile development methodologies', ""Preferred candidates will have a team player mentality, are quick on their feet, agile, and aren't afraid to speak up and voice their opinions"", 'Preferred candidates will have prior experience working with AWS', 'Preferred candidates will have prior experience working with GraphQL', 'Preferred candidates will have prior experience setting up and contributing to CI/CD environments ']",Negotiable,"['Salesforce', 'NodeJS', 'English']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBejhmTEE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--fe5193d8a940b35d355b165ab7534a7a27ff49c7/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/skedulo_icon_white%20with%20blue%20bg.png,https://itviec.com/it-jobs/saleforce-engineer-skedulo-vietnam-1435?lab_feature=preview_jd_page
IT Senior Machine Learning Engineer (AI/ML),Dai-ichi Life Việt Nam,"149-151 Nguyen Van Troi, Ward 11, Phu Nhuan, Ho Chi Minh",Full time,"['Salary for 13th month, Bonus & Special Bonus', 'Full of social welfare under Vietnamese Labor Law (Insurance, annual leave, ...)', 'Healthcare for yourself & Your Family', 'Annual travel and team building activities ', '15-16 annual leave days', 'Company will buy Life Insurance Contract for itself after 1 year working', 'Training: Trained in soft and technical skills', 'International, challenging, and friendly working environment']",Negotiable,"['MySQL', 'Blockchain']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBd1VyREE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--d1d3c6c7e5610f518d9d18d359252728dd0409a7/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJVUU1SEJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--3b9e82b79e13797daeaff85f41199a98f8b44e8f/dai-ichi-life-vi-t-nam-logo.PNG,https://itviec.com/it-jobs/it-senior-machine-learning-engineer-ai-ml-dai-ichi-life-viet-nam-0249?lab_feature=preview_jd_page
Data Engineer Lead (DevOps),VUS,"189 Nguyen Thi Minh Khai, District 1, Ho Chi Minh",Full time,[],Negotiable,"['DevOps', 'MySQL', 'Team Leader']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNDdQR2c9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--7d743b88e537f08801f9e8d616cde801bc7d6420/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/download.png,https://itviec.com/it-jobs/data-engineer-lead-devops-vus-2702?lab_feature=preview_jd_page
Business Analyst / BA (Agile),ABBANK,"36 Hoang Cau, Dong Da, Hanoi",Full time,"['Graduated from economics, finance or information technology;', 'Having at least 1 year of experience in a BA position, having participated in system development of financial and banking products is an advantage. ', 'Having participated in system development from start to finish is an advantage;', 'Proficient in using business analysis design tools such as: draw.io, Microsoft Visio... design tools interfaces such as: Figma, Axure, Balsamiq...', 'Experience working in an Agile environment, knowledge of Agile and Jira is an advantage;']",Negotiable,"['Business Analyst', 'Agile']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOExhSWc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--d257e70c6585afdab6d5516fdec5419a75319c18/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/logo.png,https://itviec.com/it-jobs/business-analyst-ba-agile-abbank-4912?lab_feature=preview_jd_page
"Backend Developer Python (Django, SQL, MySQL, Cloud)",LG CNS Việt Nam,"15th floor, Keangnam Landmark 72 building, Me Tri, Nam Tu Liem, Hanoi",Full time,"['Bachelor's degree in Computer Informatics, Information Technology or related fields.', 'Proficiency in Python; Knowledge of Java is an advantage.', 'Experience in a Big Data development role, preferably in the Hadoop ecosystem.', 'Good understanding of Data Engineering principles and practices Engineering).', 'Experience with DevOps tools; familiar with the Linux environment.', 'Experience in Machine Learning and Artificial Intelligence is an advantage.', 'Good communication skills in English (equivalent to Ielts 5.5).\n ' ]",Negotiable,"['Python', 'SQL', 'Django']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBOTcyT0E9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--32d6172bf24e4059d1cd60f13bd35724501d4db1/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--89a7283b6fdfb4208cdc2b440a36613a6fae974c/LG-announces-new-brand-identity-02-2.jpg,https://itviec.com/it-jobs/backend-developer-python-django-sql-mysql-cloud-lg-cns-viet-nam-5300?lab_feature=preview_jd_page
Data Engineer,One Mount Group,"Tower 2 (T26) Times City, 458 Minh Khai, Hai Ba Trung, Hanoi",Full time,"['Experience running large scale data crawler/ web scraping', 'Experience with data parsing - knowledge of Regular expression, HTML, CSS, DOM, Javascript and XPATH', 'Strong programming skills in Python', 'Experience with data modeling (Dimensional , 3NF or Data Vault)', 'Experience and understanding of SQL and database systems\nDremio, Presto, Trino query engines\nMySQL, PostgreSQL, MSSQL, Oracle…', 'Develop, test and deploy data pipeline design, experience with ETL frameworks /tools, Airflow (or similar DAG), Spark using dbt', 'Work with different types of source systems (sql/nosql/document-based, structured/semi-structured/unstructured, batch, near-realtime and real-time, ...)', 'Experience with developing and deploying CI/CD pipelines', 'Experience working with teams to deliver data projects, taking ownership, responsibility and management of assigned scope', 'Good communication skills - verbal and written', ' Proactive problem solver, eye for detail, process driven', 'Nice to have:\nIndustry experience in Real Estate, Ecommerce, Logistics or experience with sales\nComprehend, speak, read, write fluently in both Vietnamese & English']",Negotiable,"['Python', 'Data Analyst']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBM09kSGc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--17f3114b5ccf13089c59952d1800098c8d92a1c3/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/Company%20logo.png,https://itviec.com/it-jobs/data-engineer-one-mount-group-0401?lab_feature=preview_jd_page
5x JAVA Developer English Pricing,RnD4U,"ACB Building, 218 Bach Dang, Hai Chau, Da Nang",Full time,"['Excellent communication and consulting skills (English)', 'Good knowledge of ...', '... Object oriented programming principles, Java. Groovy is a plus', '... Programming language Java; experience with Groovy language is an advantage', '... Web technologies: HTML, JSON, REST API etc.', 'Experience with', '... Enterprise software implementation projects is a plus', '... Pricing domain projects is a big plus', '... Relational databases']",Negotiable,[],https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBK1k2REE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--c50ae810e9f697ceba18379030fa32fdaa8d9091/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/rnd4u-logo.png,https://itviec.com/it-jobs/5x-java-developer-english-pricing-rnd4u-4601?lab_feature=preview_jd_page
Senior Mobile Developer (Android / React Native),KMS Healthcare,"02 Tan Vien, Ward 02, Tan Binh, Ho Chi Minh",Full time,"['Solid understanding of the full mobile development life cycle.', 'At least 3+ years of experience in:\nAndroid development (Java, Kotlin, Android SDK).\nReact Native', 'In-depth understanding of OOP principles and MVVM, MVC architectural patterns.', 'Be proficient in using version control and continuous integration, with tools such as Git and Jenkins.', 'Experienced with third-party libraries and APIs.', 'Experience working in Scrum or Agile environment. ', 'Experienced with Unit tests, UI Automation test.', 'Experienced publish one or more mobile apps in Google Play or App Store.']",Negotiable,[],https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBN01VS3c9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--851497ff9bb44770571b6cf4ebb71500a0e4769f/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/KMS%20healthcare%20logo%20-%20Anh%20Thu%20Lai.png,https://itviec.com/it-jobs/senior-mobile-developer-android-react-native-kms-healthcare-1740?lab_feature=preview_jd_page
Senior Software Test Engineer/Test Lead,"DIGITAL MEDIA PROFESSIONALS VIETNAM CO.,LTD","Phuong Long building, 506 Nguyen Dinh Chieu, Ward 4, District 3, Ho Chi Minh",Full time,"['Minimum 5 years of hands-on experience in Software Testing', 'Strong experience with Jenkins and setting up autonomous testing environments', 'Programing language: C/C++, Python/Java/Shell script ', 'Knowledge/experience in both Manual and Automation testing ', 'Testing Qualification: ISTQB or equivalent', 'Strong leadership and logical thinking so as to define test process and discuss/struggle with development team', 'Experience in analyzing specification requirements, developing, performing test cases, and creating testing reports', 'Experience in a full cycle of software development ', 'Background in AI is an advantage ', 'Management skills are a plus', 'Strong analytical skills, with the ability to test and troubleshoot errors', 'Willingness to understand and embrace new technologies and methodologies.', 'Good teamwork and communication skills.']",Negotiable,"['Tester', 'Automation Test']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBK2JXRFE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--dc232bcb6fdb07af16381562a4cfb62e5fb335bd/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--89a7283b6fdfb4208cdc2b440a36613a6fae974c/digital-media-professionals-inc-logo.jpg,https://itviec.com/it-jobs/manual-automation-software-test-engineer-senior-digital-media-professionals-vietnam-co-ltd-2623?lab_feature=preview_jd_page
"System Administrator (Linux, IaaS)",VNPAY,"12th Floor, Minh Long Building, No. 17 Ba Huyen Thanh Quan, Vo Thi Sau Ward, District 3, Ho Chi Minh",Full time,"['Graduated from University/College majoring in IT, Software Technology and other related majors.', 'At least 01 year of experience working for Public/Private Cloud Provider.', 'Preference given to candidates Have advantages in:\n Experience in private cloud systems based on Proxmox, Openstack, Vmware\n Experience in designing and operating enterprise service products on AWS/ GCP/ AZURE/ Alibaba platforms\n Operate Software-Defined Storage systems (Ceph, Linstor or similar).\n Experience in Container solutions such as swarm, Kubernetes, Openshift and CI/CD on Gitlab, Jenkins, ...\n Have experience in SDN technology for Cloud Provider solution architecture', 'Able to read and understand technical documents and IT products in English and have technical exchanges with foreigners', 'Professionalism: Proactive at work, ready to learn new things, overcome challenges, strive to accept projects on time, comply with company regulations, collaborate effectively with customers, partners and colleagues']",Negotiable,"['System Admin', 'Linux', 'Cloud']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBN3FlUFE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--d4d53d6da965f8d0f8483d9501a7a5c6495477e6/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/logo%20d%E1%BB%8Dc.png,https://itviec.com/it-jobs/system-administrator-linux-iaas-vnpay-1324?lab_feature=preview_jd_page
JAVA TECHNICAL LEADER (Upto 2000$),Extreme Việt Nam,"31st Floor, Keangnam Hanoi Landmark 72 Building, Lot E6, Pham Hung Street, Me Tri Ward, Nam Tu Liem District, Hanoi, Nam Tu Liem, Hanoi",Full time,[],Negotiable,"['Java', 'JavaScript', 'Spring']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNGQwR2c9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--49e3b66ff4cba2e3c0602de6a9f32fc9b5d71dcd/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/Asset%201@4x.png,https://itviec.com/it-jobs/java-technical-leader-upto-2000-extreme-viet-nam-3154?lab_feature=preview_jd_page
Mid/Senior Python Developer,Tyme,"HIU Tower, 215 Dien Bien Phu, Ward 15, Binh Thanh, Ho Chi Minh",Full time,"['Are able to identify and resolve problems/bottlenecks and find suitable solutions.', 'Are open to exploring new technologies.', 'Are passionate about setting high standards, and shipping quality software.', 'Like to communicate - in email , on Slack but best in person…', 'Are inspiring to work for/with.', 'Can help non-developers understand - and engage with - the product development process.', 'Constantly strive to find/come up with better ways to do things.', 'Want to keep learning and love sharing knowledge.', 'From 3+ years to 5+ years of backend development experience with either Java, C#, and Python.', 'Willingness to specialize in Python as a default programming language for backend microservices and data\nprocessing.', 'Good knowledge of Kafka internals, and Kafka ecosystems such as Kafka Stream, and Kafka Connect.', 'Experience building data pipeline and cluster optimization via PySpark, and Pandas.' , 'Experience using data engineering tools such as Databricks, SageMaker, Nifi, and Airflow.', 'SQL and NoSQL Database design and operational skills.', 'Exposure to ORM, Transactional Handling, Idempotency, Data Partitioning, Concurrency/Co-routine ,\nServerless computing, Webserver, Testing, and Infrastructure as Code.', 'Good English communication skills, both written and oral.']",Negotiable,"['Python', 'SQL', 'Java']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBK0xPTEE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--e622a8382b21b032819f520d792bef976ace053e/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/TX_RGB_Primary_onWhite.png,https://itviec.com/it-jobs/mid-senior-python-developer-tyme-3135?lab_feature=preview_jd_page
Senior Engineering Manager (Software Architect),Beincom,"EVOL GROUP - TTC Building, No 1, Tan Thuan Street, District 7, HCMC, District 7, Ho Chi Minh",Full time,"['At least 5 years of experience in Manager role', 'At least 3 years of experience in Software Architecture ', 'Experience in designing, deploying, and operating large user base microservices systems.', 'Proven experience as a Technical Architect, Solution Architect, or a similar leadership role in large-scale projects.', 'Proficiency in Agile, Scrum methodologies, and System Design.', 'Experienced in managing teams and products with apps on the store that has a large user base.' , 'Knowledgeable about architectures and app models with scalability potential such as super apps, mini apps.', 'Proficient in modern infrastructure technologies (Public Cloud, Serverless, etc.).', 'Relevant professional certifications in technology (e.g., AWS) are preferred.', 'Relevant professional certifications in management (e.g., PMI) are preferred.', 'Understanding and practical experience in Blockchain technologies (EVM), Security, and related programming languages ​​(Solidity, JavaScript, Rust, Golang) are a significant advantage.', 'Excellent communication, negotiation, and problem-solving skills.', 'Programming language proficiency is not a prerequisite for this role.']",Negotiable,"['Manager', 'Agile', 'Software Architect']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNklBS3c9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--f6bd7149227fa703a2039ee4934a624715669140/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/Group.png,https://itviec.com/it-jobs/senior-engineering-manager-beincom-1456?lab_feature=preview_jd_page
Network and Security Engineer,CODE88 COMPANY LIMITED,"Floor 6, C.T Plaza Building, Tan Son Nhat, 60A Truong Son Street, Ward 2, Tan Binh, Ho Chi Minh",Full time,[],Negotiable,"['Networking', 'System Engineer', 'English']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBN3NwREE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--44cdb48ed286a2a528494b591bb1273ab2f56288/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/code88-company-limited-logo.png,https://itviec.com/it-jobs/network-and-security-engineer-code88-company-limited-3325?lab_feature=preview_jd_page
QC Manual (QA QC/ SQL),Got It,"9-11 Nguyen Van Thu, DaKao, District 1., District 1, Ho Chi Minh",Full time,"['FATHER. or B.S. degree in Computer Science, or equivalent work or educational experience.', 'At least 3+ years of experience in software testing or relevant positions with CMS, E-commerce, Finance domain.', 'Experience with API Testing.', 'Basic knowledge of SQL and other data retrieval methods.', 'Ability to perform reporting and tracking and use defect software (Jira, Redmine,…).', 'Excellent analytical, planning and software development life cycle skills.', 'Excellent interpersonal defect. skills to ensure issues are handled in a fair, consistent manner.', 'Excellent computer related and developmental skills, with the ability to learn new software.', 'A Fast learner with good problem-solving skill is preferred. ', 'Ability to work in groups or independently. ', 'There is a high sense of responsibility. Ability to withstand high pressure at work.']",Negotiable,"['Tester', 'SQL', 'QA QC']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBM0JHS2c9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--9334115572e8d44aebb01ad88f75b50efb71c457/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--89a7283b6fdfb4208cdc2b440a36613a6fae974c/gotit.jpg,https://itviec.com/it-jobs/manual-tester-qa-qc-sql-got-it-2614?lab_feature=preview_jd_page
Manual Test Engineer (QA/QC/Tester),KMS Healthcare,"02 Tan Vien, Ward 02, Tan Binh, Ho Chi Minh",Full time,"['Intermediate skill level of English', 'Likely having 2+ years of experience in software testing', 'Able to self-learn and quickly adapt to new technologies', 'Familiar with the Agile development methodologies', 'Strong domain knowledge on mobile/web/desktop app testing expertise', 'Solid testing experiences (test strategy, test approach, test plan, test techniques included black box, risk-based, exploratory, Non-UI testing, etc.)', 'Good knowledge of the software development process, especially the software testing process', 'Methodical and detail-oriented, with solid analytical skills and problem-solving ability', 'Strong dedication to quality and a positive, collaborative attitude and approach to testing', 'Being a senior member of the engineering team, self-motivated; ability to find opportunities for improvement and tackle them without external direction', 'Experience in creating and running automated tests using testing frameworks like Appium/ Selenium/ Robotium/ UiAutomator/ XCTest/ XCUiTest, etc.', 'Hand-on experience in using test tools like TestNG/ Mocha/ Jasmine/ Nightwatch, etc.']",Negotiable,[],https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBN01VS3c9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--851497ff9bb44770571b6cf4ebb71500a0e4769f/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/KMS%20healthcare%20logo%20-%20Anh%20Thu%20Lai.png,https://itviec.com/it-jobs/manual-test-engineer-qa-qc-tester-kms-healthcare-0958?lab_feature=preview_jd_page
Database Admin,Tổng công ty Tân Cảng Sài Gòn (Saigon NewPort Corporation),"722 Dien Bien Phu, Ward 22, Binh Thanh, Ho Chi Minh",Full time,[],Negotiable,[],https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMTYrS0E9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--417f347f41520f712072542438dc15dabe76587e/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJVUU1SEJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--3b9e82b79e13797daeaff85f41199a98f8b44e8f/SNP_LOGO%20-%20Linh%20Nguyen.PNG,https://itviec.com/it-jobs/database-admin-tong-cong-ty-tan-cang-sai-gon-saigon-newport-corporation-0333?lab_feature=preview_jd_page
(HN/HCM/DN) Sr. Product Designer,Travala.com,"UDIC COMPLEX, Hoang Dao Thuy, Cau Giay, Hanoi",Full time,[],Negotiable,"['UI-UX', 'English', 'Blockchain']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBMWJjSFE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--c6975aeb50006aa40670481a18573440a73eacb0/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/46937175_254973108505798_8154454633654255616_n.png,https://itviec.com/it-jobs/senior-product-designer-up-to-3000-travala-com-5335?lab_feature=preview_jd_page
Junior/Senior Software Engineer (.NET/C#),Motives Vietnam Corporation,"M Building, 09 Street No.8, Zone A, South New Urban Area Tan Phu Ward, District 7, Ho Chi Minh",Full time,"['Competitive salary package', 'Individual Health Insurance', 'Pension program', 'Sporting activities include gym, football, volleyball, ping-pong, swimming and badminton.', 'Team building activity.', 'Opportunity for training and coaching', 'Business trip expense', 'Working time: Monday to Friday (8:30-17:30)']",Negotiable,"['.NET', 'HTML5', 'C#']",https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBeTVjUHc9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--91cf0db4faac0346cfc715a500eb06067f96e86f/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJYW5CbkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--89a7283b6fdfb4208cdc2b440a36613a6fae974c/z5007262846635_30d33b69f2c6467ed96ad3c9e7d20218.jpg,https://itviec.com/it-jobs/junior-senior-software-engineer-net-c-motives-vietnam-corporation-2620?lab_feature=preview_jd_page
Product Owner/Project Manager,Kyanon Digital,"09 Hoa Cau, Ward 7, Phu Nhuan, Ho Chi Minh",Full time,"['At least 5 years of experience in a Product Owner, Project Manager or Business Analyst roles;', 'Possess strong Project Management Skills;', 'Have experience working with E-COMMERCE, and relevant domains such as: Loyalty, Retail, Payment, Logistics;', 'Experience in building highly organized, detailed-oriented project plans and managing changing project requirements in a highly dynamic environment;', 'Great collaboration and stakeholder management skills with a professional and positive attitude;', 'Strong familiarity with Agile methodologies;', 'Comprehensive knowledge of application lifecycle management;', 'Proficiency in both spoken and written English.']",Negotiable,[],https://itviec.com/rails/active_storage/representations/proxy/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBNGRTSEE9PSIsImV4cCI6bnVsbCwicHVyIjoiYmxvYl9pZCJ9fQ==--3654afd471200b430f44655708cd092f5342b6b8/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaDdCem9MWm05eWJXRjBTU0lJY0c1bkJqb0dSVlE2RW5KbGMybDZaVjkwYjE5bWFYUmJCMmtCcWpBPSIsImV4cCI6bnVsbCwicHVyIjoidmFyaWF0aW9uIn19--79eee5883893a012786006950460867831e6f661/red-kyanon-logo.png,https://itviec.com/it-jobs/product-owner-project-manager-kyanon-digital-2529?lab_feature=preview_jd_page
