job_title, company_name, requirement, salary, location, image_link, job_url
Lập Trình Viên React Native,CÔNG TY CỔ PHẦN MOBITECH,"['- Bằng cấp: Tốt nghiệp Đại học chuyên ngành Công nghệ thông tin hoặc các ngành liên quan.\n- Kinh nghiệm: Có ít nhất 3 năm kinh nghiệm lập trình React Native.\n- Hiểu biết về quản lý hiệu năng, tối ưu performance cho App React Native.\n- Sử dụng thành thạo và hiểu sâu về React Hooks.\n- Có kinh nghiệm xử lý Animation sử dụng Reanimated.\n- Có kiến thức về ngôn ngữ Java Script/Type Script.\n- Đã từng tích hợp Native Module cho iOS và Android.\n- Có khả năng hiểu và viết code cho các ứng dụng di động bằng các ngôn ngữ lập trình phù hợp như Java/Kotlin (Android), Swift/Objective-C (iOS).\n- Có tư duy sáng tạo khi nghiên cứu giải pháp để giải quyết vấn đề.\n- Sở hữu tinh thần làm việc của startup: chủ động, chịu khó học hỏi, tự chịu trách nhiệm trong công việc, có mindset của người giải quyết vấn đề.']",20 - 30 triệu,"- Hà Nội: Số 85 ngõ 59, Dương Khuê, Mai Dịch, Cầu Giấy, HN, Cầu Giấy",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/cong-ty-co-phan-mobitech-9ed13eb1625b29fe7e5d410412c894ee-65d96e625e469.jpg,https://www.topcv.vn/viec-lam/lap-trinh-vien-react-native/1289964.html?ta_source=JobSearchList_LinkDetail&u_sr_id=RsenuRQAW6w7rbn8coXlidZUbz7DkLJWGSn5GPTW_1713598920
Java Developer,Công ty Cổ phần VNEXT SOFTWARE,"['Ít nhất 3 năm kinh nghiệm phát triển ứng dụng bằng ngôn ngữ Java, sử dụng các framework java (Spring Boot, Spring framework...);\nCó kiến thức nền tảng tốt về OOP, Web Development, ORM, Restful API;\nNắm rõ về clean code, coding convention;\nCó tư duy logic tốt về cấu trúc dữ liệu và giải thuật và thuật toán;\nCó kinh nghiệm làm việc với cloud(AWS, Azure...), CICD, Docker là lợi thế;\nSử dụng thành thạo 1 trong các hệ quản trị cơ sở dữ liệu MySQL/ PostgreSQL/ Oracle/ MS SQLserver;\nCó kinh nghiệm thiết kế cơ sở dữ liệu, tối ưu hóa câu truy vấn;\nCó kinh nghiệm làm việc chuyên sâu với git, git flow và github flow;\nCó kinh nghiệm về UnitTest với JUnit;\nCó kinh nghiệm deploy dự án lên môi trường test, staging hoặc production cho khách hàng;\nCó kiến thức và tư duy tốt, sáng tạo và đam mê công nghệ, kiên trì và khả năng tự học tốt.\nYêu cầu khác:\nCó khả năng làm việc teamwork tốt cũng như làm việc độc lập;\nCó kinh nghiệm phát triển cho khách hàng Nhật Bản là lợi thế.']","Tới 1,100 USD","- Hà Nội: Tầng 18,19 tòa Central Point, 219 Trung Kính, Cầu Giấy, Hà Nội, Cầu Giấy",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/cong-ty-co-phan-v-next-5db80c1857b54.jpg,https://www.topcv.vn/viec-lam/java-developer/1289944.html?ta_source=JobSearchList_LinkDetail&u_sr_id=RsenuRQAW6w7rbn8coXlidZUbz7DkLJWGSn5GPTW_1713598920
Lập Trình Viên Flutter,Công ty TNHH Digital Innovation,"['Ít nhất 1 năm kinh nghiệm phát triển mobile (Android hoặc iOS) và 3 năm kinh nghiệm Flutter.\nCó ít nhất 1 ứng dụng sử dụng flutter ở các nền tảng store.\nCó kinh nghiệm với Swift, Objective-C, Java, Kotlin là một lợi thế.\nNắm kiến thức về Solid, OOP, MVVM, hiểu về vòng đời của Flutter.\nCó kinh nghiệm về state management: Bloc, Provider, Riverpod,...\nCó kinh nghiệm tạo plugin, package, module.\nCó kinh nghiệm về UI/UX và xử lý các animation.\nHiểu rõ về hệ quản trị cơ sở dữ liệu và cách sử dụng một trong hệ quản trị cơ sở dữ liệu như Hive, SQLite ...\nCó kinh nghiệm sử dụng các services của Firebase: Authentication, Crashlytics, Message, Firestore, Performance, Dynamic Link...\nCó kinh nghiệm làm việc về REST API with Dio, Http, Chopper,..\nCó kinh nghiệm viết widget test, unit test\nCó kinh nghiệm làm việc với CI/CD\nCó kinh nghiệm về tối ưu performance cho ứng dụng\nCó kỹ năng làm việc với các dự án sử dụng quản lý mã nguồn Git\nCó khả năng phân tích yêu cầu và làm việc nhóm']",15 - 30 triệu,"- Hà Nội: Tòa nhà Audi Hà Nội, số 8 Phạm Hùng, Nam Từ Liêm",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/pvI8Vc1MCR5fcTwkEwA86IJddijQPOgV_1654745102____051786e4c83417116067d6913ba50727.png,https://www.topcv.vn/viec-lam/lap-trinh-vien-flutter/1288613.html?ta_source=JobSearchList_LinkDetail&u_sr_id=RsenuRQAW6w7rbn8coXlidZUbz7DkLJWGSn5GPTW_1713598920
Lập Trình Viên Python,Công ty TNHH Digital Innovation,"['Từ 2 năm kinh nghiệm lập trình backend.\nCó kiến thức sâu về Python hoặc các ngôn ngữ BE tương đương khác. Yêu cầu chuyển đổi sang Python để làm việc.\nCó kiến thức về OOP, microservices, Design pattern và thiết kế hệ thống.\nCó kinh nghiệm tối ưu hệ thống hoặc tham gia phát triển dự án lớn, số lượng người dùng đáng kể. Biết sử dụng công nghệ Database (SQL, NoSQL), Redis, Message Queue (Kafka, RabbitMQ), các công cụ DevOps (Docker, Docker Compose, K8s)\nCó khả năng viết clean & maintainable code, tập trung vào hiệu suất, có thể tái sử dụng và dễ hiểu với kiểm thử đơn vị (unit test).\nCó định hướng rõ ràng, sẵn sàng học hỏi những điều mới và yêu thích sản phẩm\nTư duy logic và giải quyết vấn đề tốt, nắm bắt công nghệ nhanh.\nĐiểm cộng:\nKiến thức, kinh nghiệm lập trình an toàn.\nKiến thức về network, giao thức mạng.\nCó khả năng sử dụng thành thạo các công cụ phục vụ triển khai CI/CD.\nĐã từng giải quyết một trong các bài toán sau, bao gồm nhưng không giới hạn: tối ưu performance, thiết kế hệ thống lớn, xử lý dữ liệu lớn, thuật toán, scaling, các vấn đề kĩ thuật khó.\nNắm được cơ chế indexing của database, đã từng giải quyết các bài toán phân tích và tối ưu query']",15 - 35 triệu,"- Hà Nội: Tòa nhà Audi Hà Nội, số 8 Phạm Hùng, Nam Từ Liêm",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/pvI8Vc1MCR5fcTwkEwA86IJddijQPOgV_1654745102____051786e4c83417116067d6913ba50727.png,https://www.topcv.vn/viec-lam/lap-trinh-vien-python/1288623.html?ta_source=JobSearchList_LinkDetail&u_sr_id=RsenuRQAW6w7rbn8coXlidZUbz7DkLJWGSn5GPTW_1713598920
Lập Trình Viên Golang,Công ty TNHH Digital Innovation,"['Từ 2 năm kinh nghiệm lập trình backend.\nCó kiến thức sâu về Golang hoặc các ngôn ngữ BE tương đương khác. Yêu cầu chuyển đổi sang Golang để làm việc.\nCó kiến thức về OOP, microservices, Design pattern và thiết kế hệ thống.\nCó kinh nghiệm tối ưu hệ thống hoặc tham gia phát triển dự án lớn, số lượng người dùng đáng kể. Biết sử dụng công nghệ Database (SQL, NoSQL), Redis, Message Queue (Kafka, RabbitMQ), các công cụ DevOps (Docker, Docker Compose, K8s)\nCó khả năng viết clean & maintainable code, tập trung vào hiệu suất, có thể tái sử dụng và dễ hiểu với kiểm thử đơn vị (unit test).\nCó định hướng rõ ràng, sẵn sàng học hỏi những điều mới và yêu thích sản phẩm\nTư duy logic và giải quyết vấn đề tốt, nắm bắt công nghệ nhanh.\nĐiểm cộng:\nKiến thức, kinh nghiệm lập trình an toàn.\nKiến thức về network, giao thức mạng.\nCó khả năng sử dụng thành thạo các công cụ phục vụ triển khai CI/CD.\nĐã từng giải quyết một trong các bài toán sau, bao gồm nhưng không giới hạn: tối ưu performance, thiết kế hệ thống lớn, xử lý dữ liệu lớn, thuật toán, scaling, các vấn đề kĩ thuật khó.\nNắm được cơ chế indexing của database, đã từng giải quyết các bài toán phân tích và tối ưu query']",15 - 35 triệu,"- Hà Nội: Tòa nhà Audi Hà Nội, số 8 Phạm Hùng, Nam Từ Liêm",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/pvI8Vc1MCR5fcTwkEwA86IJddijQPOgV_1654745102____051786e4c83417116067d6913ba50727.png,https://www.topcv.vn/viec-lam/lap-trinh-vien-golang/1288618.html?ta_source=JobSearchList_LinkDetail&u_sr_id=RsenuRQAW6w7rbn8coXlidZUbz7DkLJWGSn5GPTW_1713598920
Frontend Developer,CÔNG TY CỔ PHẦN CÔNG NGHỆ VÀ DỊCH VỤ KATECH - VIỆT NAM,"['Có 1-2 năm kinh nghiệm trong việc phát triển ứng dụng Front-end\n- Có kinh nghiệm với Javascript, CSS và JQuery, các framework phát triển Front-end như Vuejs, Reactjs, Angularjs\n- Quen thuộc với kiểm tra và gỡ lỗi trên trình duyệt\n- Có hiểu biết về quá trình phát triển web (Thiết kế, phát triển và triển khai)\n- Có hiểu biết về thẩm mỹ bố cục, có khả năng xây dựng layout UX dựa theo yêu cầu nghiệp vụ\n- Có kiến thức về nguyên tắc SEO là một lợi thế\n- Có khả năng sử dụng các công cụ như Adobe Suite, Photoshop và hệ thống quản lý nội dung\n- Có khả năng phân tích vấn đề và các kỹ năng quản lý đảm bảo tiến độ công việc']",8 - 15 triệu,"- Hà Nội: Lê Đức Thọ, Cầu Giấy",https://www.topcv.vn/v4/image/normal-company/logo_default.png,https://www.topcv.vn/viec-lam/frontend-developer/1289929.html?ta_source=JobSearchList_LinkDetail&u_sr_id=RsenuRQAW6w7rbn8coXlidZUbz7DkLJWGSn5GPTW_1713598920
Middle React Native Developer,CÔNG TY CỔ PHẦN MOBITECH,"['- Bằng cấp: Tốt nghiệp Đại học chuyên ngành Công nghệ thông tin hoặc các ngành liên quan.\n- Kinh nghiệm: Có ít nhất 3 năm kinh nghiệm lập trình React Native.\n- Hiểu biết về quản lý hiệu năng, tối ưu performance cho App React Native.\n- Sử dụng thành thạo và hiểu sâu về React Hooks.\n- Có kinh nghiệm xử lý Animation sử dụng Reanimated.\n- Có kiến thức về ngôn ngữ Java Script/Type Script.\n- Đã từng tích hợp Native Module cho iOS và Android.\n- Có khả năng hiểu và viết code cho các ứng dụng di động bằng các ngôn ngữ lập trình phù hợp như Java/Kotlin (Android), Swift/Objective-C (iOS).\n- Có tư duy sáng tạo khi nghiên cứu giải pháp để giải quyết vấn đề.\n- Sở hữu tinh thần làm việc của startup: chủ động, chịu khó học hỏi, tự chịu trách nhiệm trong công việc, có mindset của người giải quyết vấn đề.']",20 - 30 triệu,"- Hà Nội: 85/59 Dương Khuê, Mai Dịch, Cầu Giấy, Hà Nội, Cầu Giấy",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/cong-ty-co-phan-mobitech-9ed13eb1625b29fe7e5d410412c894ee-65d96e625e469.jpg,https://www.topcv.vn/viec-lam/middle-react-native-developer/1289861.html?ta_source=JobSearchList_LinkDetail&u_sr_id=RsenuRQAW6w7rbn8coXlidZUbz7DkLJWGSn5GPTW_1713598920
DevOps Developer,Ekoios Technology,"['3+ years of experience in a DevOps Engineer role or similar.\nStrong background in Linux/Unix administration.\nStrong proficiency in cloud computing platforms such as AWS, Azure, or GCP.\nStrong knowledge of containerization and orchestration tools such as Docker, Kubernetes, or ECS.\nProficiency in scripting languages such as Python, Shell, or PowerShell.\nExperience with databases, SQL and NoSQL (e.g., MySQL, PostgreSQL, MongoDB).\nExperience with configuration management tools such as Terraform, Ansible, CloudFormation.\nKnowledge of networking concepts and protocols.\nCertifications such as AWS Certified DevOps Engineer, Azure DevOps Engineer Expert, or Google Professional Cloud DevOps Engineer are a plus.']",Thoả thuận,"- Hà Nội: Văn phòng Công nghệ Ekoios, Tầng 4, Tòa nhà CIC, Ngõ 219 Phố Trung Kính, Yên Hòa, Cầu Giấy",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/DsMNwRd3oaGi9hrXGCUKUSo5kpqsV94k_1641971333____cfab17f83f8784e0e530a751b9e33c85.jpg,https://www.topcv.vn/viec-lam/devops-developer/1289773.html?ta_source=JobSearchList_LinkDetail&u_sr_id=RsenuRQAW6w7rbn8coXlidZUbz7DkLJWGSn5GPTW_1713598920
Java Developer,"TOMOSIA Co.,Ltd","['- Tối thiểu 3 năm kinh nghiệm phát triển các dự án bằng Java hoặc các framework java : Spring Framework, Spring Boot.\n- Tối thiểu 1 năm kinh nghiệm thiết kế và triển khai AWS Server Cloud : EC2, RDS, Elastic Beanstalk, Amplify, CloudWatch, CodePipeline, ...\n- Hiểu biết cơ bản về DevOps : Metric, Logging, ... và CI/CD : GitHub Action, Jenkin CI, Circle CI, ...\n- Sử dụng thành thạo công cụ test : Postman, Jmeter.\n- Kỹ năng giao tiếp và làm việc nhóm tốt.']",22 - 30 triệu,"- Hà Nội: Tòa nhà Âu Việt, số 1 Lê Đức Thọ, Mai Dịch, Cầu Giấy",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/neJ7KnJxGTP6Ky9HMSN0wShT91gv1lER_1687484678____e4d783c07d305a41bf66f47870d45e6b.png,https://www.topcv.vn/viec-lam/java-developer/1200672.html?ta_source=JobSearchList_LinkDetail&u_sr_id=RsenuRQAW6w7rbn8coXlidZUbz7DkLJWGSn5GPTW_1713598920
Backend Developer,CÔNG TY TNHH METACREW,"[""Your skills & qualifications\nSpecialty:\nBachelor's Degree or above, preferably in IT or related subjects.\nAt least 3 years of NodeJS (NestJS/ExpressJS) or PHP (Laravel) experience\nExperience in SQL/noSQL databases such as MySQL, PostgreSQL, MongoDB, etc.\nExperience in Web/project Architecture, Design Pattern, Algorithms, Code Performance.\nExperience in collaboration tools like Git, Jira, and Confluence.\nUnderstanding and using RESTful API (and Graph API is a plus).\nUnderstanding and using microservice architecture.\nUnderstanding and using message queue/broker: RabbitMQ, Kafka, etc.\nGood problem solving, organizational and time management skills.\nStrong analytical and testing mindset.\nKeen on learning new tech stacks and frameworks.\nWrite maintainable, stable and scalable code.\nEager to learn, self-motivated with strong sense of responsibility.\nPreference :\nExperience with SPA (Vue.js, React.js, Angular.js).\nExperience with Elasticsearch.\nDevelopment experience in cloud environments such as AWS and Azure.\nPositive experience in Testing code.\nExperience in Open Source projects.\nUnderstanding in DevOps (CI/CD, K8s, Docker, etc.) is a plus.\nExperience with Redis or other cache technology is a plus.\nExperience in HTML, CSS, JavaScript, JQuery, Ajax is a plus.""]",Thoả thuận,"- Hồ Chí Minh: 669 Điện Biên Phủ, P.25, Bình Thạnh",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/aa189c0403f78357ec6aacdd5f4fa18b-647ff95d8f42e.jpg,https://www.topcv.vn/viec-lam/backend-developer/1289251.html?ta_source=JobSearchList_LinkDetail&u_sr_id=RsenuRQAW6w7rbn8coXlidZUbz7DkLJWGSn5GPTW_1713598920
AI Engineer - Kỹ Sư AI (Computer Vision),CÔNG TY TNHH MỘT THÀNH VIÊN GIẢI PHÁP CÔNG NGHỆ HTI,"['Trình độ đại học các chuyên ngành như CNTT, Toán Tin trở lên\nKinh nghiệm từ 3 - 4 năm trở lên trong việc xử lý các bài toán AI\nThông thạo các ngôn ngữ: C++, Python\nKinh nghiệm với các framework như Tensorflow, Pytorch\nKinh nghiệm triển khai model với TensorRT, ONNX, NCNN\nKiến thức cơ bản về thuật toán cơ bản, object-oriented và design patterns\nCó kinh nghiệm với phát triển REST API\nCó kinh nghiệm với phát triển các hệ thống lớn và phân tán (On-permise hoặc Cloud) là 1 lợi thế.']",Tới 35 triệu,"- Hà Nội: Tầng 16-VP2, Tòa nhà Sun Square, số 21 lê Đức Thọ, Phường Mỹ Đình 2., Nam Từ Liêm",https://www.topcv.vn/v4/image/normal-company/logo_default.png,https://www.topcv.vn/viec-lam/ai-engineer-ky-su-ai-computer-vision/1289619.html?ta_source=JobSearchList_LinkDetail&u_sr_id=RsenuRQAW6w7rbn8coXlidZUbz7DkLJWGSn5GPTW_1713598920
Developer Intern ( Php /React Native),OPPO VIỆT NAM,"['• Sinh viên năm 4 hoặc mới tốt nghiệp.\n• Hiểu biết về PHP, Javascript , HTML\n• Hiểu biết về database (MYSQL,MS SQL, Oracle ...)\n• Hiểu biết về React Native.']",Thoả thuận,"- Hồ Chí Minh: Lầu 16, tòa nhà UOA, 06 Tân Trào, phường Tân Phú, Quận 7",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/oppo-viet-nam-5d1c7c7e0fe70.jpg,https://www.topcv.vn/viec-lam/developer-intern-php-react-native/1266877.html?ta_source=JobSearchList_LinkDetail&u_sr_id=RsenuRQAW6w7rbn8coXlidZUbz7DkLJWGSn5GPTW_1713598920
Senior Frontend Developer,Công ty TNHH Linagora,"['Requirements:\n5+ years of experience building applications with any reactive framework\n5+ years of experience coding in JavaScript, HTML, CSS\nExperience developing in React.JS or Vue.JS\nExperience working with one of the visualization libraries: PixiJS, Three.JS, Konva, Paper.JS, p5.JS\nSolid work experience using component-based development on the client side\nA plus will be:\nDeep knowledge of creating standards-compliant, cross-browser, mobile-compatible front-end code with responsive design\nExperience developing pages with no-code tools like Webflow, Wix, Readymag, Tilda\nUI/UX design skills\nKnowledge of server-side']","Tới 2,300 USD","- Hà Nội: No 5, Dien Bien Phu Street, Ba Dinh Ward, Hanoi, Ba Đình",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/44fa89723c18afc263391817c19a2d53-5da58cd2b3324.jpg,https://www.topcv.vn/viec-lam/senior-frontend-developer/1225292.html?ta_source=JobSearchList_LinkDetail&u_sr_id=RsenuRQAW6w7rbn8coXlidZUbz7DkLJWGSn5GPTW_1713598920
Data Engineer,CÔNG TY CỔ PHẦN IKAME VIỆT NAM,"[""Required Skills\nExperience with process and store large volumes of data.\nKnowledge of programming languages such as Python and Java. Write efficient and scalable code.\nExperience with data modeling and database design.\nFamiliarity with cloud computing platforms such as AWS, Azure, and Google Cloud. In particular, experience with Google Cloud Platform (GCP) is a plus.\nUnderstanding of data warehousing and ETL processes. Deep understanding of data warehousing concepts and ETL processes.\nExperience with tools for monitoring and scheduling jobs, such as Airflow.\nExperience with data visualization tools such as Tableau, PowerBI, or similar is plus.\nHaving experience with container orchestration tools such as Docker and Kubernetes is a plus.\nQualifications\nBachelor's degree in Computer Science, Information Technology, or related field. Data engineers should have a strong educational background in computer science, information technology, or a related field.\nAt least 1 years of experience in a similar role. Experience in designing, developing, and maintaining data systems and solutions.\nStrong problem-solving and analytical skills\nExcellent communication and teamwork skills.\nAbility to work in a fast-paced and dynamic environment.\nStrong attention to detail, self-motivated, and responsible.""]","Tới 1,000 USD","- Hà Nội: Tòa PeakView, 36 Hoàng Cầu, Đống Đa, Hà Nội, Đống Đa",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/cong-ty-co-phan-ikame-viet-nam-5b068882a7748_rs.jpg,https://www.topcv.vn/viec-lam/data-engineer/1250091.html?ta_source=JobSearchList_LinkDetail&u_sr_id=RsenuRQAW6w7rbn8coXlidZUbz7DkLJWGSn5GPTW_1713598920
Lập Trình Viên Java Fullstack,"Công ty Cổ phần NTTe-MOI.,JSC","['-Experience in Java, JavaScript, J2EE required (at least 3 years)\n-Experience in Spring boot, MySQL, Shell Scripts are added advantage.\n-The candidate must have a good understanding and practical experience in Java Web-based application development.\n-Strong Java skills and experience with object-oriented design and design patterns.\n-Familiar with different source control tools.\n-Experience with database performance tuning and query enhancement is an advantage.\n-Knowledge of Billing/Charging Interfaces/APIs is an added advantage.']",25 - 35 triệu,"- Hà Nội: Tầng 14, Tòa nhà văn phòng Indochina Plaza Hà Nội, 241 Xuân Thủy, Cầu Giấy, Cầu Giấy",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/MqNN1qEJF3j0UZsTdicysXO7VsgEpuFd_1711959972____f18e1ee3f03fbe78150ae42ad2af5af2.jpg,https://www.topcv.vn/viec-lam/lap-trinh-vien-java-fullstack/1287676.html?ta_source=JobSearchList_LinkDetail&u_sr_id=RsenuRQAW6w7rbn8coXlidZUbz7DkLJWGSn5GPTW_1713598920
Chuyên Viên Lập Trình .NET,Công ty Cổ phần Phần mềm Trực tuyến và Thương mại Điện tử,"['- Nam/Nữ. Tốt nghiệp cao đẳng trở lên.\n- Kinh nghiệm lập trình .Net trên 1 năm.\n- Kinh nghiệm/ Am hiểu về Javascript, CSS, HTML.\n- Ưu tiên kinh nghiệm lập trình trên nền tảng MSSQL Server/Oracle\n- Nắm được các nguyên tắc lập trình hướng đối tượng.\n- Có khả năng đọc và hiểu tài liệu tiếng Anh cơ bản\n- Có khả năng làm việc tập trung để đáp ứng kịp tiến độ và làm việc dưới áp lực cao.\n- Cẩn thận, trung thực, hoà đồng.']",Trên 15 triệu,"- Hà Nội: số 2 Nguyễn Hoàng, Nam Từ Liêm",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/l6lmwXcjOqSq0BsgrFR0UyS28RSypvfI_1658288856____ee53c0dd1f7fe51a2d9df707bd9a5813.png,https://www.topcv.vn/viec-lam/chuyen-vien-lap-trinh-net/1177536.html?ta_source=JobSearchList_LinkDetail&u_sr_id=RsenuRQAW6w7rbn8coXlidZUbz7DkLJWGSn5GPTW_1713598920
Unity Developer,Latte Games,"['Nắm vững kỹ năng lập trình hướng đối tượng và ngôn ngữ C#.\nKinh nghiệm sử dụng Unity từ 1 năm.\nCó demo game là một lợi thế.\nAm hiểu hoặc có kinh nghiệm phát triển mobile games thể loại casual là một lợi thế.\nGood at English (reading, writing).']",9 - 18 triệu,"- Hồ Chí Minh: 1231 Hoàng Sa, Tân Bình",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/latte-games-5e1c2b3c11d0c.jpg,https://www.topcv.vn/viec-lam/unity-developer/418669.html?ta_source=JobSearchList_LinkDetail&u_sr_id=RsenuRQAW6w7rbn8coXlidZUbz7DkLJWGSn5GPTW_1713598920
.Net Developer | T4038,Công ty TNHH CMC GLOBAL,"['Excellent in English\nASP .NET 4+, .NET Core 2.0, Asp.NET MVC, Core MVC, Webforms, OOP\nREST Api development, document request model, and offline storage\nJavaScript, HTML 5, CSS 3\nAjax request in JQuery Lib\nXML, JSON data structure, know how to parse and re-present JSON/ XML\nWCF service provider, consumer and configuration\nEntity Framework (EF)\nMS, SQL 2008 R2+, SP, trigger, view and basic DBA skill\nCan communicate in English is big plus point']",Thoả thuận,"- Hà Nội: Toà nhà Thành Công, 80 Dịch Vọng Hậu, Cầu Giấy",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/cong-ty-tnhh-cmc-global-1d94bf2be044cc832cd72d2f4f8fad66-5e72d0edadcfb.jpg,https://www.topcv.vn/viec-lam/net-developer-t4038/1172697.html?ta_source=JobSearchList_LinkDetail&u_sr_id=RsenuRQAW6w7rbn8coXlidZUbz7DkLJWGSn5GPTW_1713598920
Intern Web Developer (NodeJS/Ruby),"PIXTA Vietnam Co., Ltd.","['Your Skills and Experience\nThe best fit candidates will own:\nBe final year students, freshers, or having prior experience with Web Development\nHave knowledge of one of the Programming Languages (Ruby/JavaScript(React))\nHave a basic understanding of web development (data structure, MVC, debugging,...)\nBe able to communicate, read and write in English\nDemonstrate self-learning skill and good attitude']",Thoả thuận,"- Hà Nội: Tòa nhà Trường Thịnh, 01 Phùng Chí Kiên, Cầu Giấy",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/pixta-vietnam-co-ltd-5e7083030d1e9.jpg,https://www.topcv.vn/viec-lam/intern-web-developer-nodejs-ruby/1216785.html?ta_source=JobSearchList_LinkDetail&u_sr_id=RsenuRQAW6w7rbn8coXlidZUbz7DkLJWGSn5GPTW_1713598920
PHP Developer (Wordpress),CÔNG TY CỔ PHẦN DEHA VIỆT NAM,"['Trình độ học vấn\nCử nhân chuyên ngành CNTT, Khoa học máy tính hoặc các chuyên ngành liên quan.\nKiến thức & kinh nghiệm liên quan\nÍt nhất 2 năm kinh nghiệm làm Backend/API với một số ngôn ngữ: PHP. Ưu tiên các framework như: Laravel, Symfony, Django, NodeJS...;\nThành thạo HTML/CSS/jQuery.\nCó hiểu biết về design pattern, nguyên lý lập trình, coding standards. Thành thạo các kỹ thuật về clean code, refactor code, TDD;\nCó kinh nghiệm về thiết kế và tối ưu Relation database (MySql, Sql Server, Sqlite, Postgresql);\nThành thạo các công cụ quản lý mã nguồn (Git, Github, GitLab, Bitbucket...);\nCó tư duy logic, phân tích và giải quyết vấn đề, có kỹ năng làm việc nhóm và giao tiếp tốt. Có kinh nghiệm làm việc theo mô hình Agile là một lợi thế;']",15 - 25 triệu,"- Hà Nội: Tòa Intracom, Số 82 Dịch Vọng Hậu, Cầu Giấy, Hà Nội, Cầu Giấy",https://www.topcv.vn/v4/image/normal-company/logo_default.png,https://www.topcv.vn/viec-lam/php-developer-wordpress/1201555.html?ta_source=JobSearchList_LinkDetail&u_sr_id=RsenuRQAW6w7rbn8coXlidZUbz7DkLJWGSn5GPTW_1713598920
Senior PHP Developer,VĂN PHÒNG ĐẠI DIỆN STYL SOLUTIONS PTE. LTD. TẠI THÀNH PHỐ HỒ CHÍ MINH,"['Minimum education level: Bachelor Degree in Computer Science, Information Technology or equivalent\nBasic knowledge in software development process\nBasic skills in Server Application Programming using PHP\nBasic knowledge in programming language, OOP, database design, design patterns\nBasic knowledge in network communication and security']",Thoả thuận,"- Hồ Chí Minh: 25 - 27 Đường B4, Phường An Lợi Đông, TP. Thủ Đức, Quận 2",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/van-phong-dai-dien-styl-solutions-pte-ltd-tai-thanh-pho-ho-chi-minh-624500e90f1c7.jpg,https://www.topcv.vn/viec-lam/senior-php-developer/1288341.html?ta_source=JobSearchList_LinkDetail&u_sr_id=RsenuRQAW6w7rbn8coXlidZUbz7DkLJWGSn5GPTW_1713598920
Junior PHP Developer,VĂN PHÒNG ĐẠI DIỆN STYL SOLUTIONS PTE. LTD. TẠI THÀNH PHỐ HỒ CHÍ MINH,"['Minimum education level: Bachelor Degree in Computer Science, Information Technology or equivalent\nBasic knowledge in software development process\nBasic skills in Server Application Programming using PHP\nBasic knowledge in programming language, OOP, database design, design patterns\nBasic knowledge in network communication and security']",Thoả thuận,"- Hồ Chí Minh: 25 - 27 Đường B4, Phường An Lợi Đông, TP. Thủ Đức, Quận 2",https://cdn-new.topcv.vn/unsafe/80x/https://static.topcv.vn/company_logos/van-phong-dai-dien-styl-solutions-pte-ltd-tai-thanh-pho-ho-chi-minh-624500e90f1c7.jpg,https://www.topcv.vn/viec-lam/junior-php-developer/1288347.html?ta_source=JobSearchList_LinkDetail&u_sr_id=RsenuRQAW6w7rbn8coXlidZUbz7DkLJWGSn5GPTW_1713598920
