title,company,requirement,salary,technical_skill,location,working_time,image_url,job_url
Database Operations & Middleware Specialist,LIEN VIET POST JOINT STOCK COMMERCIAL BANK,"Build database systems and applications for core systems, reporting, Internet Banking, cards, Data warehouse, and other new deployment systems.; Monitor and resolve database and application related issues.; Operate core banking systems, Internetbank, ESB, Data Warehouse, Reporting, AML, VFX, Basel, and other assigned applications.; Build environments for application development.; Maintain, update and upgrade database and application systems.; Perform data backup and recovery.; Plan and propose additional resources for database system operations and applications.; Update and propose implementation of new technology applications for banking activities.; Coordinate IT infrastructure and user support departments to handle issues related to access and use of database and application software.; Summarize and report to leadership on system operations.Degree: University/College, Major in Information Technology/Telecommunications; Foreign languages: English: good reading comprehension, basic communication.; General knowledge: General understanding of the Banking system.; Expertise:; Oracle database system; Oracle Middleware system.; Windows, Linux, Unix, Sun operating systems; Virtualization system.; Use PL/SQL tools; General knowledge of IT systems and infrastructure.; Professional experience; Administration of Oracle, SQL, Mongo database systems; System administration of Middleware, Kafka, weblogic, BI reporting system, ODI, Oracle Golden gate; Operate Windows, Linux, Unix, Sun operating systems; Operate virtualization system.; Use PL/SQL tools; Minimum 2 years of experience in administration and operation of related systems.; Soft skills; Research and write documents; Good communication.; Remember well.; Advanced skill; Five catches and resolves issues related to data systems and applications quickly.; Find, read, understand and apply technical documents quickly.; Attitude and personality: Agile, enthusiastic, professional",Negotiable,"['middleware', 'linux', 'sql', 'database', 'oracle']","LPB Building, No. 210 Tran Quang Khai, Trang Tien Ward, Hoan Kiem District, Hanoi City",Fulltime,https://salt.topdev.vn/C65IkNewPi3hBfr5dut6UaS2w4EFuwzED03kn3Dn3Bw/fit/384/1000/ce/1/aHR0cHM6Ly9hc3NldHMudG9wZGV2LnZuL2ltYWdlcy8yMDIzLzA1LzE4L1RvcERldi16bFlJMWswRUpKckppS3k3LTE2ODQ0MDk1NzEucG5n,https://topdev.vn/viec-lam/chuyen-vien-bo-phan-van-hanh-csdl-middleware-ngan-hang-thuong-mai-co-phan-buu-dien-lien-viet-2033107
Card Application Support & NHS Specialist,LIEN VIET POST JOINT STOCK COMMERCIAL BANK,"Receive, analyze, guide, and handle support requests from Operations Division, Business Units, and Call Centers using banking applications such as Counter Applications, Online Applications (Wallets, Cards, Digital Banking Services).; Coordinate with Departments and Divisions of the IT Division, Operational Divisions, Business Units, and Call Center in deploying systems and products and services, building additional features to serve the Bank's operations.; Having skills in analyzing business requirements, coordinating proposals, and building products and services on information technology systems is an advantage.; Join the project.; Participate in shift duty (from time to time - if any).Graduating from college or higher.; Have experience working in the fields of finance, banking, IT (card services, online payment).; Priority is given to candidates interested in support and operations work.",Negotiable,"['operation', 'it']","LPB Building, No. 210 Tran Quang Khai, Trang Tien Ward, Hoan Kiem District, Hanoi City",Fulltime,https://salt.topdev.vn/C65IkNewPi3hBfr5dut6UaS2w4EFuwzED03kn3Dn3Bw/fit/384/1000/ce/1/aHR0cHM6Ly9hc3NldHMudG9wZGV2LnZuL2ltYWdlcy8yMDIzLzA1LzE4L1RvcERldi16bFlJMWswRUpKckppS3k3LTE2ODQ0MDk1NzEucG5n,https://topdev.vn/viec-lam/chuyen-vien-bo-phan-ho-tro-ung-dung-the-nhs-ngan-hang-thuong-mai-co-phan-buu-dien-lien-viet-2033106
IT Infrastructure Services Operations Department Specialist,LIEN VIET POST JOINT STOCK COMMERCIAL BANK,"Administration and operation of shared IT services in the Bank such as: ; Centralized user and computer administration system (Microsoft Active Directory); Email system (Microsoft Exchange..); Domain name resolution system (DNS); Website system; Centralized access control system (NAC); Anti Virus system and user data encryption; Centralized computer management system (Desktop Central..); VoIP digital switchboard system; Centralized data storage and sharing system; Camera systems; Video Conferrence System; Application tracking and monitoring system.; Content presentation system at business units (KIOS, Screen); Building LED lighting control system; Manage the operating status of all terminal devices and peripheral devices including: computers, printers, phones; Implement and ensure compliance with procedures, regulations and policies applicable on user computers, including control of programs, applications that are allowed/not allowed to be installed, used, and devices Peripheral connections are allowed/not allowed.; Implement and ensure compliance with procedures and regulations on allocation, withdrawal, account change, user access rights, etc. policies.; Manage and monitor outsourced services such as domain names, hosting, etc.; Support units and users when encountering problems on assigned managed services; Prepare periodic reports and instant reports for management reports; Perform other tasks assigned by LeadershipGraduated from college or higher, majoring in Information Technology, Electronics and Telecommunications.; Foreign languages: Can use foreign languages to serve work as required.; Understanding of Information Technology. Have good social knowledge.; Have basic knowledge of information technology systems. In-depth knowledge of one or more services such as: AD, Email, NAC, DNS, WebSite, digital switchboard, Video Conferrence, Camera.; Have at least 02 years of working experience in system administration positions of shared IT service applications such as AD, DNS, Email, digital switchboard, WebSite...; Skills to work in groups and independently, able to withstand work pressure. Have a high sense of responsibility, eager to learn, agile and dynamic in work. Good communication and planning skills.; Have basic knowledge of information technology systems. In-depth knowledge of one or more services such as: AD, Email, NAC, DNS, WebSite, digital switchboard, Video Conferrence, Camera.; Attitude and personality: Active, friendly.",Negotiable,"['web', 'dns', 'infrastructure', 'it']","LPB Building, No. 210 Tran Quang Khai, Trang Tien Ward, Hoan Kiem District, Hanoi City",Fulltime,https://salt.topdev.vn/C65IkNewPi3hBfr5dut6UaS2w4EFuwzED03kn3Dn3Bw/fit/384/1000/ce/1/aHR0cHM6Ly9hc3NldHMudG9wZGV2LnZuL2ltYWdlcy8yMDIzLzA1LzE4L1RvcERldi16bFlJMWswRUpKckppS3k3LTE2ODQ0MDk1NzEucG5n,https://topdev.vn/viec-lam/chuyen-vien-bo-phan-van-hanh-dich-vu-ha-tang-cntt-ngan-hang-thuong-mai-co-phan-buu-dien-lien-viet-2033105
Server & Platform Operations Department Specialist,LIEN VIET POST JOINT STOCK COMMERCIAL BANK,"Operate and monitor storage system and server operations; Implement server and storage infrastructure projects; Allocate server resources and expand hard drives when required; Monitor and evaluate actual server and storage resource usage, ensuring high efficiency in resource use; Administer and operate the privileged access account system; Support units and users when encountering problems on assigned managed services; Prepare periodic reports and immediate reports for the Head of Department; Perform a number of other tasks assigned by the Head of Department.Graduated from University majoring in Information Technology, Information Mathematics, Management Information Systems, Electronics and Telecommunications; Foreign language: Read and understand specialized English documents; Have knowledge of information technology and banking operations, and understand server and storage system technology; Administration and operation of servers, storage systems, virtualization; Have at least 3 years of experience.; Teamwork skills, time management, communication skills.; Administer x86, Unix, and SAN storage systems, working well with Windows, Unix, Linux, VMware platforms; Have high responsibility for work, can withstand high pressure work, always have the spirit of learning and researching to improve knowledge, and are careful",Negotiable,"['server', 'unix', 'windows', 'linux']","LPB Building, No. 210 Tran Quang Khai, Trang Tien Ward, Hoan Kiem District, Hanoi City",Fulltime,https://salt.topdev.vn/C65IkNewPi3hBfr5dut6UaS2w4EFuwzED03kn3Dn3Bw/fit/384/1000/ce/1/aHR0cHM6Ly9hc3NldHMudG9wZGV2LnZuL2ltYWdlcy8yMDIzLzA1LzE4L1RvcERldi16bFlJMWswRUpKckppS3k3LTE2ODQ0MDk1NzEucG5n,https://topdev.vn/viec-lam/chuyen-vien-bo-phan-van-hanh-may-chu-nen-tang-ngan-hang-thuong-mai-co-phan-buu-dien-lien-viet-2033104
Core Banking Application Support Specialist,LIEN VIET POST JOINT STOCK COMMERCIAL BANK,"Receive, analyze, guide, and process support for Operational Divisions and Business Units using banking applications such as Applications at the Counter, Applications implemented in the market 2, Core T24 Applications; Having skills in analyzing business requirements, coordinating proposals, and building products and services on information technology systems is an advantage;; Professional experience: Have at least 4 years of in-depth work experience in the field of work you undertake.; Have understanding of commercial banks' operations.; Understand the provisions of law in the field of expertise.; Proficient in using software and work support tools.; Can work independently/in group.; Implement operational/business targets and objectives of your Department/Department based on the Bank's established processes but can use a certain degree of creativity and adaptability personal.; Coordinate with Departments and Boards of the IT Division, Operational Divisions, and Business Units in deploying systems and products and services, building additional features to serve the Bank's operations;; Perform tasks as assigned by Department/Department Leaders.Degree: Graduated from University or higher, majoring in Information Technology, Finance - Banking, Economics, Foreign Trade or related fields.; Professional experience: Have a minimum of 04 years of experience working at a Bank, of which at least 01 year of direct experience in a field related to core banking system operations - Core T24.; Priority is given to candidates who are interested in supporting, supporting, and operating jobs.; Have understanding of commercial banks' operations.; Understand the provisions of law in the field of expertise.; Basic Foreign Language (English is preferred); Proficient in using software and work support tools; Dynamic, enthusiastic, willing to work under high pressure.; Analytical and synthesis skills.",Negotiable,"['core', 'banking', 'operation', 'it']","LPB Building, No. 210 Tran Quang Khai, Trang Tien Ward, Hoan Kiem District, Hanoi City",Fulltime,https://salt.topdev.vn/C65IkNewPi3hBfr5dut6UaS2w4EFuwzED03kn3Dn3Bw/fit/384/1000/ce/1/aHR0cHM6Ly9hc3NldHMudG9wZGV2LnZuL2ltYWdlcy8yMDIzLzA1LzE4L1RvcERldi16bFlJMWswRUpKckppS3k3LTE2ODQ0MDk1NzEucG5n,https://topdev.vn/viec-lam/chuyen-vien-bo-phan-ho-tro-ung-dung-ngan-hang-loi-ngan-hang-thuong-mai-co-phan-buu-dien-lien-viet-2033103
NHS Application Operations Specialist,LIEN VIET POST JOINT STOCK COMMERCIAL BANK,"Monitor and troubleshoot system problems ; Operate the lienviet24h/Internetbanking application system to ensure continuous operation of the application (247).; Receive handover, deploy, install and configure application software.; Monitor the system, handle errors, and troubleshoot when problems arise.; Level 2 support for users and business departments.; Perform analysis and send errors to the development team/vendor, coordinate with the development team/vendor to test and accept bug patches.; Review and develop detailed documents for application operations.; Proposing solutions to optimize the operation of lienviet24h/Internetbanking systems based on customizing system configuration parameters.; Handle requests from Departments, Business Units and Business Units on ITsupport to ensure compliance with SLA; Install, configure, upgrade, fix errors of both application versions as well as support tools for production upon request. ; Carry out other activities as assigned by Department Leaders ; Participate in internal/system training on deployment and operationDegree: College graduate or higher. Majoring in Information Technology; Foreign language: Reading and understanding documents; General knowledge: Knowledge of Digital Banking products and services, e-wallets; Expertise; Have knowledge of databases (oracle) with the ability to optimize system performance and build comprehensive reports ; Experience using and working with web server applications: Tomcat/Jboss, IBM Websphere...; Know and use Linux fluently; Have experience working with monitoring systems such as Grafana, Kibana...; Professional experience: Minimum 02 years of experience in a system operation position; Soft skills; Skills to work in groups and independently, able to withstand work pressure.; Quick problem solving skills, high sense of responsibility, eager to learn, agile and dynamic at work.; Communication, persuasion, presentation and logical thinking skills.; Advanced skill; Have skills in analyzing and synthesizing data to build reports; Analytical, problem solving, negotiation and judgment skills.; Attitude and personality High sense of responsibility, dynamic, friendly.",Negotiable,"['server', 'oracle']","LPB Building, No. 210 Tran Quang Khai, Trang Tien Ward, Hoan Kiem District, Hanoi City",Fulltime,https://salt.topdev.vn/C65IkNewPi3hBfr5dut6UaS2w4EFuwzED03kn3Dn3Bw/fit/384/1000/ce/1/aHR0cHM6Ly9hc3NldHMudG9wZGV2LnZuL2ltYWdlcy8yMDIzLzA1LzE4L1RvcERldi16bFlJMWswRUpKckppS3k3LTE2ODQ0MDk1NzEucG5n,https://topdev.vn/viec-lam/chuyen-vien-bo-phan-van-hanh-ung-dung-nhs-ngan-hang-thuong-mai-co-phan-buu-dien-lien-viet-2033102
ANDROID DEVELOPER,ALO360,"Design and build software for use on the company's display products.; Ensure the source code is highly effective and can be reused in future projects; Participate in analysis, code, unit testing; Update the application to CH Play; Support and instructions for using the application after completion; Optimize applications, organize work time effectivelyGraduated in IT or related major; Minimum 1 year of mobile application programming experience on Android; Proficient in Android Studio and Java programming; Able to work well independently because the company only hires one Android programmer; Resistant to high pressure at work",Negotiable,"['android', 'java']","131 Tran Huy Lieu, Ward 08, Phu Nhuan District, Ho Chi Minh City",Fulltime,https://salt.topdev.vn/mXRpn5MsqLySwWNUYhPlkQmcKeOAZT40cUyQl3oRjLo/fit/384/1000/ce/1/aHR0cHM6Ly9hc3NldHMudG9wZGV2LnZuL2ltYWdlcy8yMDIzLzA1LzIyL1RvcERldi1JbWFnZV8yMDIzMDUyMl8wODUxMzBfMDE4LTE2ODQ3MjA1NzIuanBlZw,https://topdev.vn/viec-lam/android-developer-alo360-2033118
"[Middle] Back-end Developer (Java, NodeJS)",Công ty Cổ phần Công nghệ Truyền thông DTS,"Build-up source base.; Design, develop, and maintain the backend infrastructure for our game platform, using microservices architecture and containerization with Docker.; Develop APIs to handle user authentication, data storage, game data, and other important functions.; Integrate and manage databases including PostgreSQL, and MongoDB.; Implement message queues, cache such as Redis, RabbitMQ to handle real-time communication and event-driven architecture.; Design, develop the ELK stack for log management, monitoring, and analysis.; Implement security measures like data encryption, access control, and secure data storage to protect our user's data.; Monitor and maintain the backend system to ensure its smooth operation.; Collaborate with the development team to identify and fix bugs, and optimize the system for performance.; Stay up-to-date with the latest backend technologies and best practices.At least 3 years of experience in backend development:; Strong knowledge of Java or NodeJS as the primary programming language.; Experience with microservices architecture; Experience with containerization with Docker; Experience with developing with CMS; Experience with developing and deploying RESTful APIs or GraphQL API; Experience with database technologies such as PostgreSQL, or MongoDB.; Experience with message queues, cache such as Redis, RabbitMQ or Apache Kafka.; Familiarity with the ELK stack for log management, monitoring, and analysis.; Benefits and Opportunities:; Salaries, bonuses and other benefits under the regime of the company.; To be trained for professional development as well as necessary skills for work.; Professional working environment.; To have the opportunities to work with large technology firms: Cisco, Dell EMC, IBM, Nokia, …; To have the opportunities to work with professional customers: MobiFone, VNPT, Viettel, VTV…; Annual health check, PVI Care health insurance.; Outstanding benefits such as holiday bonus, annual travel, welfare on funeral, wedding, sickness, maternity, etc.; Team-building activities, off-site events, sports clubs.",Negotiable,"['java', 'nodejs']","Toà nhà Sao Bắc, số 4 Dã Tượng, Phường Trần Hưng Đạo, Quận Hoàn Kiếm, Thành phố Hà Nội",Fulltime,https://salt.topdev.vn/Iutemk-K7HgldhgiobZDdzWI5r1vwNlvSLVOT-Zz5K8/fit/384/1000/ce/1/aHR0cHM6Ly9hc3NldHMudG9wZGV2LnZuL2ltYWdlcy8yMDIzLzAyLzIzL1RvcERldi1Mb2dvLURUUy0tLVRodS1OZ3V5ZW4tMTY3NzE0MDkzMS5QTkc,https://topdev.vn/viec-lam/middle-back-end-developer-java-nodejs-cong-ty-co-phan-cong-nghe-truyen-thong-dts-2033111
"Assistant Manager/Manager, IT",Maybank Securities Company Limited,"1. IT Management; Maintain IT system to follow IT Policies, Procedures and Guidelines; Prepare all necessary documents, related processes in order to support to Audit assessment, HSX, HNX, VSD; Establish IT documentation and checklist; 2. Trading system; Manage Operating System (AIX, Linux), Network, SAN Storage of core trading system; Monitor system performance; 3. Network administration; Manage network device: Switch, Router, Firewall, Cabling, Fiber Converter.; IP address assignment (TCP/IP, MAC); DNS; VPN/ firewall; Intranet; Leased line to HSX/HNX/VSD, Banks, HO, Branches, DR, Regional site.; Network user maintenance; Network safety strategy; Consult and improve ability to scope with load.; 4. IT Project; Communicate and implement project initiated by Regional; Support local business project on IT documents to follow Project Framework; 5. Change Management; Support business to raise new application change tickets; Manage change documents to align with Change Management; Communicate to Regional Team to submit new ticket; 6. Incident Management; Manage IT incident to track incident tickets and follow the resolution; 7. All other tasks/duties assigned by Head of ITUniversity Degree in Computer science or equivalent education and experience; Certification of CCNA, CCNP is an advantage; At least 05 years experience in IT Network, experience in Financial Services/Securities Industries is an advantage & preferrable; Network: Cisco Router, Switch; Firewall: Palo Alto, CheckPoint, Fortinet; Good communication in English, detail-oriented, high sense of responsibility, ability to work well individually as well as in a team; Good at presentation skills both in English & Vietnamese",Negotiable,"['ccnp', 'network', 'ccna']","05 Le Quy Don, Vo Thi Sau Ward, District 3, Ho Chi Minh City",Fulltime,https://salt.topdev.vn/C1K0RDiR_AKwkQFbFBKBPLDfKYywCfN9oT_RxoQxu1c/fit/384/1000/ce/1/aHR0cHM6Ly9hc3NldHMudG9wZGV2LnZuL2ltYWdlcy8yMDIzLzEyLzI2L1RvcERldi1MT0dPLXRpZ2VyLS0tQW5keS1IdXluaC0xNzAzNTc5MTQ4LnBuZw,https://topdev.vn/viec-lam/assistant-manager-manager-it-cong-ty-tnhh-chung-khoan-maybank-2033086
Quality Control Fresher (Fresh Geeks 2024),One Mount Group,"Portraits of talented people One Mount is looking for; Final year students or have graduated from University for less than 1 year, majoring in Software Engineering, Computer Science or related majors; Achieve a GPA of 2.5/4.0 or higher; Can work full-time from June 2024 or take 1-2 days off/week to go to school during the program; Possessing solid technological knowledge demonstrated through academic results, awards, practical projects...; Ability to self-study and be highly proactive at work; How to become Fresh Geeks 2024?; Round 1 (April 10 - May 10): Application and CV screening; Round 2 (May 11 - May 19): Programming ability test; Round 3 (May 20 - May 25): Professional interview; Deadline for receiving applications: May 10, 2024; Note: The program may close applications ahead of time when enough suitable candidates have been recruited.",Negotiable,"['qc', 'tester', 'automation']","Tower 2 Times City, 458 Minh Khai, Vinh Tuy Ward, Hai Ba Trung District, Hanoi City",Fulltime,https://salt.topdev.vn/ipO9-d67wJX6zPs3nFuEkrAdolz8NYvPMro3sMuPA04/fit/384/1000/ce/1/aHR0cHM6Ly9hc3NldHMudG9wZGV2LnZuL2ltYWdlcy8yMDIyLzA4LzI5L1RvcERldi1PbmVNb3VudC1Mb2dvLTE2NjE3NTcxMzAucG5n,https://topdev.vn/viec-lam/quality-control-fresher-fresh-geeks-2024-one-mount-group-2033101
Research Software Developer - Remote (Full-time/Part-time),CAZOODLE,"Project Description: AI-based knowledge discovery and acquisition by exploring, searching, and synthesizing knowledge from large scale structured and unstructured data across millions of websites on the Internet. Specifically, we build vertical search engines that help users explore and find information in a vertical domain and community information services that connect people with the knowledge they need in a professional community. ; Techniques: You will learn about and apply artificial intelligence, natural language processing, database, and data mining techniques. You will implement novel algorithms and build end-to-end software systems.You are an ideal candidate if you can:; Effectively communicate in English.; Develop backend or frontend or full-stack software.; Read research papers and understand how to reproduce.; Build/implement AI/NLP/DB/DM techniques such as word embedding, information extraction, large language model, database querying, and web search.; * Pay: $850 - 3500/month (full-time) or $5 - 20/hour (part-time), depending on qualification.; * Note: Besides applying at TopDev, you can submit your application at This Form",Negotiable,[],"No. 18, Lane 11 Thai Ha, Trung Liet Ward, Dong Da District, Hanoi City",Full-time,https://salt.topdev.vn/DZY3fJo1_GIilOfNfounZRgQGzV18kuWPri8x7J0xVI/fit/384/1000/ce/1/aHR0cHM6Ly9hc3NldHMudG9wZGV2LnZuL2ltYWdlcy8yMDIyLzA4LzExL1RvcERldi1oMS1BbmhOZ3V5ZW4tMTY2MDIwOTY4Mi5wbmc,https://topdev.vn/viec-lam/research-software-developer-remote-full-time-part-time-cazoodle-2033097
DEVOPS ENGINEER (AZURE),HEINEKEN Vietnam,"Implementation of the new Azure DevOps framework for Configuration and Release Management continuous integration and continuous delivery (CI/CD); Implementation of Azure DevOps CI/CD pipelines for project releases; Creating development plans and processes for continuous improvement of the new solution in collaboration with Global; Performs testing and routing application management to ensure the production environment runs smoothly; Provides continuous support for analytics needs on the target platform; Be Accountable for the good run of the ERP integration with local systems.Bachelor / Master Degree; Expert level knowledge of Azure DevOps; Managing databases, datawarehouse, ERP knowledge is a plus; Nice to have: Need for a defined job role with clear guidelines on responsibilities. This role will be accountable for the good run of the production environment ; Language(s): Fluent English and Vietnamese",Negotiable,"['azure', 'database', 'devops']","Vietcombank Tower, 18th & 19th floor, 05 Cong Truong Me Linh, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh",Fulltime,https://salt.topdev.vn/Ru6dFW-fIBb_E1E7iYOlIs_JFcAHZuPA8s0qQ4rOIWM/fit/384/1000/ce/1/aHR0cHM6Ly9hc3NldHMudG9wZGV2LnZuL2ltYWdlcy8yMDIzLzA3LzI1L1RvcERldi1Mb2dvLUhOSy0tLVZOLS0tVnktSG8tVGh1eS0xNjkwMjUwNzY2LnBuZw,https://topdev.vn/viec-lam/devops-engineer-azure-heineken-vietnam-2032756
VPBank Technology Young Talent,Vietnam Prosperity Joint Stock Commercial Bank (VPBank),"Final year students, recent university graduates or less than 2 years of work experience.; Graduated with Honors or higher from domestic and foreign universities (priority is given to top universities) with a major in Information Technology/Applied Mathematics/Informatics/IT/Computer Science/Data/Electronics and Telecommunications /Banking/National Economy/Foreign Trade.; Participate in the VPBank Hackathon 2024 Program (Priority is given to members with high achievements from the competition); Pass the entrance professional test for Young Talents.; Priority is given to candidates with high achievements in domestic and international academic exams or who have achieved specific professional certificates in IT operations (CCNP, CCIE, Juniper, CheckPoint, F5, Fortigate, Citrix, ITL, ITSM, TOGAF, CISSP, CISM, PMP) or up-to-date IT development languages (Node.js, Python, Go, Java, pattern design, TCP/IP, Database,AI, ML), skills/Technology trending (Network, WAN, SDWAN, LAN, ATM/CDM, DC/CR SQL, Oracle, Database, Cloud, Azure, GCP: EC2,EKS, ECS, RDS, Container, D/DNS, O365/Microsoft Exchange, PowerBI, VBA powershell, web/app java, devops, Embedding, Vector Store, LLM model, finetune, pretrain model like GPT, Bard, Vietnamese model... huggingface).; Good communication skills, good logical thinking, ability to learn quickly, creative, have the habit of researching documents, updating information and technology trends regularly.; Able to use English (listening, speaking, reading, writing) fluently or IELTS from 6.5.; In case of admission, after completing the training period, you must commit to working for a minimum of 2 years at the Bank according to the development roadmap.",Negotiable,"['python', 'java', 'nodejs', 'patterns', 'golang', 'design']","89 Lang Ha, Lang Ha Ward, Dong Da District, Hanoi City",Fulltime,https://salt.topdev.vn/a3lvmQAtWMbA5iiACmWqgP1Jy34rj4f-WvvLCD52ToI/fit/384/1000/ce/1/aHR0cHM6Ly9hc3NldHMudG9wZGV2LnZuL2ltYWdlcy8yMDIzLzA2LzI3L1RvcERldi1sb2dvLWtvLXRhZy1saW5lLTAxLTE2ODc4NTM1NzcucG5n,https://topdev.vn/viec-lam/vpbank-technology-young-talent-ngan-hang-tmcp-viet-nam-thinh-vuong-vpbank-2033021
Full-stack Developer,POSCO DX VIETNAM COMPANY LIMITED,"Team Leader as Project Management, Issue control, team members supporting with more than 5 projects experience communicating with Korea Project Manager.; Comply with standard coding policy of the company; Work closely with Team Leader to ensure project quality; Assist Team Leader in reviewing work results of low-level members; Participate in training and knowledge sharing activities; Follow the project and organizational processes, policies and regulations; Ensure the assigned tasks to be performed on-time and with high quality; Training New members for the Development Architecture, Standard Rules, Policy, etc.Required Qualifications:; At least Bachelor's or Engineer's Degree in Information Technology, Computer Science, or related fields; Experience in Java and related technologies (JavaScript, Spring5, Spring Boot, J2EE, JSP, MSA, React, etc.); At least 2+ years working experience as a Full-stack developer; English speaking priority; Preferred Qualifications:; Experience working with Cloud based technologies such as AWS, Azure, Google Cloud Platform is highly preferred.; Additional Experience in Python, Angular, MSA, C#, .net, etc.; Experience working with the following DBs: Oracle, MySQL, PostgreSQL, MongoDB, MariaDB, MS SQL Server; Experience working with ERP(HR, Procurement, Finance), MES(Manufacturing Execution System for Smart Factory), SCM(Marketing); Intention to improve the ability & try hard with positive thinking; Having good communication and problem-solving skills.; Good skills in Korean; Preferred Language : English",Negotiable,"['react', 'java', 'j2ee', 'spring', 'boot', 'javascript']","6th Floor, Cobi Tower 1, 69 Hoang Van Thai, Phu My Hung, Tan Phu Ward, District 7, Ho Chi Minh City",Fulltime,https://salt.topdev.vn/rlvh2r6FSU-qNTZ68VCG1i11vsnALmppkhkv-c0sESg/fit/384/1000/ce/1/aHR0cHM6Ly9hc3NldHMudG9wZGV2LnZuL2ltYWdlcy8yMDIzLzA2LzI2L1RvcERldi03OWQ3MjY5N2FhOTM0NDQwZmVlZmVhMzU2Y2M4M2Q0MC0xNjg3NzU0MDM1LnBuZw,https://topdev.vn/viec-lam/full-stack-developer-cong-ty-tnhh-posco-dx-viet-nam-2032896
Senior Software Developer (Java),Allexceed Vietnam,"Provide solutions and develop software for end-users; Develop software products according to customer requirements (offshore); Develop many types of software: Windows Application (Java/.NET), Web Application (Java/.NET/PHP), Smartphone Application (iOS/Android)Graduated from University majoring in Information Technology. Have 5 years or more of software development experience.; Have at least 3 years of experience developing Web systems with Java, JSF, J2EE, JPA, Hibernate languages. Having knowledge or practical experience with PrimeFaces is an advantage.; Able to explain operations, system specifications, and source code analysis.; Ability to build on the basic design to create a detailed design at a usable level for programming operations.; Having experience in developing business systems for the Japanese market is a plus.; Having the ability to read and understand specialized English and knowing Japanese is a plus.; Careful, dynamic, able to work under high pressure.; Responsible and enthusiastic about work.; Ability to research and quickly grasp new technologies and techniques.; Good independent/team working skills (can proactively discuss, confirm, and share problems at work); The company highly appreciates candidates who want to stay with the company for a long time and want to develop a sustainable career; Depending on job requirements, in the future, it is also possible to work with other programming languages, such as:; C#/ VB.NET; PHP",Negotiable,"['java', 'software', 'j2ee', 'web']","15th Floor, Opal Tower, 92 Nguyen Huu Canh, Ward 22, Binh Thanh District, Ho Chi Minh City",Fulltime,https://salt.topdev.vn/oXl_qaz4PvT-zxNfh7VxUxodC-rqgWDrRiVsOwKPLxc/fit/384/1000/ce/1/aHR0cHM6Ly9hc3NldHMudG9wZGV2LnZuL2ltYWdlcy8yMDIxLzA3LzA2L1RvcERldi1BbGxleGNlZWRWaXROYW0zMjB4MTIwLTE2MjU1NjkwODIucG5n,https://topdev.vn/viec-lam/senior-software-developer-java-allexceed-viet-nam-2032781
VPBank Data Talent,Vietnam Prosperity Joint Stock Commercial Bank (VPBank),"University degree or higher related to one of the majors in mathematics, statistics, economics, banking, finance, computer science, software engineering; Minimum 2-3 years of working experience in the data field related to one of the following expertise: data analysis, machine learning models, data governance, data management, data architecture, platform operations data platform,...; Priority: Knowledge of data and financial and banking operations; Proficient in SQL, Excel and data analysis languages R or Python; Priority is given to candidates with experience with AWS cloud; Willing to learn and participate in VPBank's technology projects...",Negotiable,"['python', 'r', 'data', 'architecture', 'sql']","89 Lang Ha, Lang Ha Ward, Dong Da District, Hanoi City",Fulltime,https://salt.topdev.vn/a3lvmQAtWMbA5iiACmWqgP1Jy34rj4f-WvvLCD52ToI/fit/384/1000/ce/1/aHR0cHM6Ly9hc3NldHMudG9wZGV2LnZuL2ltYWdlcy8yMDIzLzA2LzI3L1RvcERldi1sb2dvLWtvLXRhZy1saW5lLTAxLTE2ODc4NTM1NzcucG5n,https://topdev.vn/viec-lam/vpbank-data-talent-ngan-hang-tmcp-viet-nam-thinh-vuong-vpbank-2033022
